train_no,train_type,train_name,priority,corridor_id,service_date,scheduled_dep
10973,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-06,17:25
68786,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-06,09:54
47097,FRT,Freight,5,COR-CNB-DDU,2026-09-06,07:51
44245,FRT,Freight,5,COR-CNB-DDU,2026-09-06,09:31
81980,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-06,12:50
59153,PASS,Passenger,4,COR-CNB-DDU,2026-09-06,05:05
86942,SF,Superfast Express,2,COR-CNB-DDU,2026-09-06,04:30
15972,PASS,Passenger,4,COR-CNB-DDU,2026-09-06,11:39
75488,FRT,Freight,5,COR-CNB-DDU,2026-09-06,15:59
67055,PASS,Passenger,4,COR-CNB-DDU,2026-09-06,16:33
74366,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-06,16:49
17702,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-06,11:31
31540,FRT,Freight,5,COR-CNB-DDU,2026-09-06,14:26
75252,FRT,Freight,5,COR-CNB-DDU,2026-09-06,01:46
41000,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,18:40
12599,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,18:53
94719,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-07,03:07
68855,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,14:29
10018,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,22:57
35992,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,14:18
45800,FRT,Freight,5,COR-CNB-DDU,2026-09-07,21:24
68770,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,06:49
47487,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,08:03
71457,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,10:55
28836,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,03:03
21394,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-07,13:18
35280,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,07:58
87318,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,22:21
80162,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,19:19
87166,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,15:12
57656,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,11:28
58241,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,07:25
45011,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,11:45
44528,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,14:19
71351,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,22:26
33508,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,10:27
78772,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,10:29
32282,FRT,Freight,5,COR-CNB-DDU,2026-09-07,21:15
91365,FRT,Freight,5,COR-CNB-DDU,2026-09-07,00:43
21340,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-07,08:08
96643,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,06:13
93035,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,15:56
28260,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,12:58
40480,FRT,Freight,5,COR-CNB-DDU,2026-09-07,21:07
69789,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,22:07
42191,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,11:42
85082,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,01:36
59600,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,20:28
22836,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,01:16
62648,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,13:17
90893,SF,Superfast Express,2,COR-CNB-DDU,2026-09-07,13:34
40255,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-07,02:14
35221,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,21:18
93442,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-07,11:59
65779,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-07,10:12
64714,FRT,Freight,5,COR-CNB-DDU,2026-09-07,17:49
54035,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-07,10:47
37937,PASS,Passenger,4,COR-CNB-DDU,2026-09-07,00:00
83480,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,01:48
86041,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,07:39
87233,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,19:21
25221,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,00:43
96998,FRT,Freight,5,COR-CNB-DDU,2026-09-08,15:43
66023,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,04:21
12199,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,10:32
97273,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,03:32
81609,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,14:22
86095,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,06:00
58865,FRT,Freight,5,COR-CNB-DDU,2026-09-08,03:41
87195,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,03:29
23894,FRT,Freight,5,COR-CNB-DDU,2026-09-08,15:30
63095,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,08:08
64021,SF,Superfast Express,2,COR-CNB-DDU,2026-09-08,10:00
31179,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,14:37
91646,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,07:31
55311,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,07:55
49038,SF,Superfast Express,2,COR-CNB-DDU,2026-09-08,19:33
38478,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,06:31
80624,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,07:59
17066,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,23:40
77857,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,06:41
51098,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,14:04
72580,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,01:42
35059,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,20:37
50626,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,08:48
71417,SF,Superfast Express,2,COR-CNB-DDU,2026-09-08,03:43
44929,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,19:17
90522,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,10:43
80089,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,23:08
48491,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,06:14
79838,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,10:10
90192,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-08,15:16
60333,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,01:32
61298,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,14:31
51811,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-08,03:44
52974,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,07:20
54830,SF,Superfast Express,2,COR-CNB-DDU,2026-09-08,23:44
55823,SF,Superfast Express,2,COR-CNB-DDU,2026-09-08,01:03
84397,FRT,Freight,5,COR-CNB-DDU,2026-09-08,09:19
77951,PASS,Passenger,4,COR-CNB-DDU,2026-09-08,21:11
22905,FRT,Freight,5,COR-CNB-DDU,2026-09-08,12:23
31601,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-08,16:45
97099,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,21:31
58435,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,08:19
12458,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,16:46
68507,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-09,16:57
61901,FRT,Freight,5,COR-CNB-DDU,2026-09-09,22:31
37678,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,02:42
22363,FRT,Freight,5,COR-CNB-DDU,2026-09-09,05:32
58544,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,05:16
21752,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,03:09
26679,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,22:18
10799,FRT,Freight,5,COR-CNB-DDU,2026-09-09,08:20
19934,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,13:25
69223,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,03:34
51556,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,10:52
53558,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,22:35
32875,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,23:09
21408,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,02:21
71684,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,13:11
23601,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,11:42
32741,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-09,18:55
82084,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,03:19
46870,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,07:00
72110,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,09:51
29215,FRT,Freight,5,COR-CNB-DDU,2026-09-09,06:28
24024,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,16:46
91855,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-09,19:33
55483,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,16:54
88157,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,16:44
29923,FRT,Freight,5,COR-CNB-DDU,2026-09-09,04:31
10526,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,05:18
11753,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,12:39
33266,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,05:20
72995,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-09,17:47
80377,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,07:33
51733,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,15:28
47185,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,01:22
63787,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,13:05
62035,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,04:11
62462,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,07:28
83644,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-09,08:09
58302,SF,Superfast Express,2,COR-CNB-DDU,2026-09-09,05:13
32435,PASS,Passenger,4,COR-CNB-DDU,2026-09-09,20:03
11238,FRT,Freight,5,COR-CNB-DDU,2026-09-09,06:24
91610,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-09,16:25
67193,FRT,Freight,5,COR-CNB-DDU,2026-09-10,12:41
76634,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,12:48
44505,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,05:43
60374,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,02:21
65701,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,19:54
43178,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,03:47
29329,PASS,Passenger,4,COR-CNB-DDU,2026-09-10,15:51
94029,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,11:30
83662,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,22:30
50068,FRT,Freight,5,COR-CNB-DDU,2026-09-10,14:38
45171,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,20:12
53270,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,01:10
49469,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,05:05
91223,FRT,Freight,5,COR-CNB-DDU,2026-09-10,20:47
55643,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,12:41
13582,PASS,Passenger,4,COR-CNB-DDU,2026-09-10,01:13
40280,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,02:21
52589,SF,Superfast Express,2,COR-CNB-DDU,2026-09-10,01:41
11085,FRT,Freight,5,COR-CNB-DDU,2026-09-10,18:08
69801,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,21:04
84181,SF,Superfast Express,2,COR-CNB-DDU,2026-09-10,04:59
51596,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,09:33
80410,SF,Superfast Express,2,COR-CNB-DDU,2026-09-10,05:00
36825,FRT,Freight,5,COR-CNB-DDU,2026-09-10,16:28
91751,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,11:13
24332,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,05:01
98095,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,05:36
16103,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,18:41
25900,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,12:52
77567,SF,Superfast Express,2,COR-CNB-DDU,2026-09-10,17:51
93169,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,21:13
98728,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,21:35
18988,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,05:27
88488,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,20:03
12977,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,12:25
64641,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,16:02
64431,PASS,Passenger,4,COR-CNB-DDU,2026-09-10,21:08
30764,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,06:12
50385,FRT,Freight,5,COR-CNB-DDU,2026-09-10,08:40
55702,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,11:36
42863,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-10,02:15
42117,SF,Superfast Express,2,COR-CNB-DDU,2026-09-10,19:02
30325,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-10,04:33
90721,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-10,14:37
63096,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,20:00
74649,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,13:03
50058,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,02:11
54470,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,19:19
55799,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,13:27
31661,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,00:50
46432,FRT,Freight,5,COR-CNB-DDU,2026-09-11,00:55
41147,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,12:23
16030,FRT,Freight,5,COR-CNB-DDU,2026-09-11,07:22
57743,FRT,Freight,5,COR-CNB-DDU,2026-09-11,05:25
75615,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,13:48
12966,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,07:53
13728,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,05:32
59277,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,07:20
10947,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,03:38
91380,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,04:37
31414,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,09:54
29439,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-11,02:20
56785,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,14:36
97091,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-11,01:49
16089,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,10:12
80854,SF,Superfast Express,2,COR-CNB-DDU,2026-09-11,22:22
39400,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,13:15
62763,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,17:49
99523,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,17:20
30556,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,23:31
29330,FRT,Freight,5,COR-CNB-DDU,2026-09-11,16:17
13236,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,23:14
31191,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-11,17:27
93457,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,17:38
46688,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-11,14:13
34122,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,11:48
16331,FRT,Freight,5,COR-CNB-DDU,2026-09-11,04:24
52262,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-11,18:06
96314,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,19:54
43926,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,03:20
27528,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,04:31
79253,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,01:08
53968,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,14:42
58623,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,13:46
52129,FRT,Freight,5,COR-CNB-DDU,2026-09-11,15:23
71321,PASS,Passenger,4,COR-CNB-DDU,2026-09-11,16:23
36709,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-11,21:26
25063,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-11,17:19
14213,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,10:27
94946,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,04:29
55217,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,14:14
33655,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,11:39
22587,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,02:46
38071,FRT,Freight,5,COR-CNB-DDU,2026-09-12,00:27
59151,FRT,Freight,5,COR-CNB-DDU,2026-09-12,09:21
23635,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-12,02:35
11144,FRT,Freight,5,COR-CNB-DDU,2026-09-12,22:51
22213,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,10:51
76723,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,09:20
78947,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,18:05
45191,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,05:11
82264,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,22:49
43744,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,09:40
98417,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-12,02:56
86084,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,08:33
94963,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,01:58
16621,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,16:12
59738,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,23:57
64777,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,05:50
17354,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,03:14
61714,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-12,08:15
51232,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,11:35
22550,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,14:39
98196,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,23:11
74736,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,16:33
40268,FRT,Freight,5,COR-CNB-DDU,2026-09-12,05:09
14290,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,00:15
23432,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,05:02
43329,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,13:51
44247,EXP,Mail/Express,3,COR-CNB-DDU,2026-09-12,00:40
71810,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,08:53
65812,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,20:05
71284,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,10:56
63478,FRT,Freight,5,COR-CNB-DDU,2026-09-12,09:49
55534,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,13:28
74162,FRT,Freight,5,COR-CNB-DDU,2026-09-12,20:32
30143,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,04:37
72473,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,00:52
51423,SF,Superfast Express,2,COR-CNB-DDU,2026-09-12,12:27
97856,PASS,Passenger,4,COR-CNB-DDU,2026-09-12,12:33
12205,MEMU,MEMU/EMU,4,COR-CNB-DDU,2026-09-12,09:42
22342,RAJ,Rajdhani Express,1,COR-CNB-DDU,2026-09-12,00:18
17188,PASS,Passenger,4,COR-BRC-ST,2026-09-06,12:00
12808,FRT,Freight,5,COR-BRC-ST,2026-09-06,21:45
74928,PASS,Passenger,4,COR-BRC-ST,2026-09-06,16:58
25058,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,13:27
62755,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,04:44
46681,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,08:30
93339,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,17:01
77680,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,01:59
52136,PASS,Passenger,4,COR-BRC-ST,2026-09-06,01:59
98456,PASS,Passenger,4,COR-BRC-ST,2026-09-06,21:08
46343,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,19:26
28254,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,13:13
70002,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,03:39
74264,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,10:38
99527,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,05:33
37563,FRT,Freight,5,COR-BRC-ST,2026-09-06,14:51
44130,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,05:51
61595,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,15:25
26321,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,20:25
46748,PASS,Passenger,4,COR-BRC-ST,2026-09-06,08:49
26151,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,18:36
44187,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,05:57
10059,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,13:47
95717,PASS,Passenger,4,COR-BRC-ST,2026-09-06,07:56
77114,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,10:11
91583,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,05:10
15277,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,11:47
70750,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,06:05
42161,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-06,05:26
18800,FRT,Freight,5,COR-BRC-ST,2026-09-06,19:26
80975,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,05:08
12364,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,03:31
48092,EXP,Mail/Express,3,COR-BRC-ST,2026-09-06,03:04
72679,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,23:07
18430,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,04:05
59671,FRT,Freight,5,COR-BRC-ST,2026-09-06,23:34
38604,SF,Superfast Express,2,COR-BRC-ST,2026-09-06,04:36
24537,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-06,16:45
47371,FRT,Freight,5,COR-BRC-ST,2026-09-06,03:33
46821,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,18:18
16073,FRT,Freight,5,COR-BRC-ST,2026-09-07,11:08
71005,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,02:21
28101,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,05:21
41426,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,07:40
17313,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,11:09
38003,FRT,Freight,5,COR-BRC-ST,2026-09-07,00:53
81250,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,04:36
52294,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,06:39
23760,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,21:34
92158,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,01:51
50309,FRT,Freight,5,COR-BRC-ST,2026-09-07,19:27
46415,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,17:23
98260,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,21:52
13652,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,06:21
41325,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-07,02:43
70483,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,21:12
94798,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,14:14
25749,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,09:56
65406,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,08:55
20834,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,15:48
11403,FRT,Freight,5,COR-BRC-ST,2026-09-07,17:01
64030,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,14:47
17591,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,22:42
22996,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,02:48
62485,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,16:04
44370,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,12:06
89008,SF,Superfast Express,2,COR-BRC-ST,2026-09-07,03:48
71561,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-07,07:06
21091,PASS,Passenger,4,COR-BRC-ST,2026-09-07,02:28
75254,FRT,Freight,5,COR-BRC-ST,2026-09-07,11:44
16023,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,01:50
70029,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-07,01:03
50409,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-07,22:57
19963,PASS,Passenger,4,COR-BRC-ST,2026-09-07,15:08
82613,PASS,Passenger,4,COR-BRC-ST,2026-09-07,00:12
88062,EXP,Mail/Express,3,COR-BRC-ST,2026-09-07,19:36
27046,FRT,Freight,5,COR-BRC-ST,2026-09-07,20:13
70436,FRT,Freight,5,COR-BRC-ST,2026-09-07,18:29
35757,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,11:33
25299,PASS,Passenger,4,COR-BRC-ST,2026-09-08,16:10
52399,FRT,Freight,5,COR-BRC-ST,2026-09-08,01:15
56308,SF,Superfast Express,2,COR-BRC-ST,2026-09-08,20:26
13846,FRT,Freight,5,COR-BRC-ST,2026-09-08,02:31
59376,RAJ,Rajdhani Express,1,COR-BRC-ST,2026-09-08,01:11
50832,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,07:52
59962,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,05:59
45885,FRT,Freight,5,COR-BRC-ST,2026-09-08,10:08
31157,EXP,Mail/Express,3,COR-BRC-ST,2026-09-08,00:00
29674,PASS,Passenger,4,COR-BRC-ST,2026-09-08,21:08
12251,MEMU,MEMU/EMU,4,COR-BRC-ST,2026-09-08,04:50
